agency_cd,site_no,Date,daily_max_discharge_cfs,daily_mean_discharge_cfs,USGS_QA_code,year,month,day
USGS,2087500,8/1/1927,NA,540,A,1927,8,1
USGS,2087500,8/2/1927,NA,1760,A,1927,8,2
USGS,2087500,8/3/1927,NA,1080,A,1927,8,3
USGS,2087500,8/4/1927,NA,1250,A,1927,8,4
USGS,2087500,8/5/1927,NA,2020,A,1927,8,5
USGS,2087500,8/6/1927,NA,1190,A,1927,8,6
USGS,2087500,8/7/1927,NA,511,A,1927,8,7
USGS,2087500,8/8/1927,NA,366,A,1927,8,8
USGS,2087500,8/9/1927,NA,557,A,1927,8,9
USGS,2087500,8/10/1927,NA,704,A,1927,8,10
USGS,2087500,8/11/1927,NA,704,A,1927,8,11
USGS,2087500,8/12/1927,NA,489,A,1927,8,12
USGS,2087500,8/13/1927,NA,366,A,1927,8,13
USGS,2087500,8/14/1927,NA,270,A,1927,8,14
USGS,2087500,8/15/1927,NA,205,A,1927,8,15
USGS,2087500,8/16/1927,NA,252,A,1927,8,16
USGS,2087500,8/17/1927,NA,179,A,1927,8,17
USGS,2087500,8/18/1927,NA,155,A,1927,8,18
USGS,2087500,8/19/1927,NA,346,A,1927,8,19
USGS,2087500,8/20/1927,NA,489,A,1927,8,20
USGS,2087500,8/21/1927,NA,254,A,1927,8,21
USGS,2087500,8/22/1927,NA,423,A,1927,8,22
USGS,2087500,8/23/1927,NA,805,A,1927,8,23
USGS,2087500,8/24/1927,NA,446,A,1927,8,24
USGS,2087500,8/25/1927,NA,1370,A,1927,8,25
USGS,2087500,8/26/1927,NA,6540,A,1927,8,26
USGS,2087500,8/27/1927,NA,4190,A,1927,8,27
USGS,2087500,8/28/1927,NA,1820,A,1927,8,28
USGS,2087500,8/29/1927,NA,1080,A,1927,8,29
USGS,2087500,8/30/1927,NA,704,A,1927,8,30
USGS,2087500,8/31/1927,NA,605,A,1927,8,31
USGS,2087500,9/1/1927,NA,1200,A,1927,9,1
USGS,2087500,9/2/1927,NA,1640,A,1927,9,2
USGS,2087500,9/3/1927,NA,1640,A,1927,9,3
USGS,2087500,9/4/1927,NA,2080,A,1927,9,4
USGS,2087500,9/5/1927,NA,1130,A,1927,9,5
USGS,2087500,9/6/1927,NA,630,A,1927,9,6
USGS,2087500,9/7/1927,NA,511,A,1927,9,7
USGS,2087500,9/8/1927,NA,511,A,1927,9,8
USGS,2087500,9/9/1927,NA,1030,A,1927,9,9
USGS,2087500,9/10/1927,NA,1430,A,1927,9,10
USGS,2087500,9/11/1927,NA,964,A,1927,9,11
USGS,2087500,9/12/1927,NA,630,A,1927,9,12
USGS,2087500,9/13/1927,NA,446,A,1927,9,13
USGS,2087500,9/14/1927,NA,346,A,1927,9,14
USGS,2087500,9/15/1927,NA,346,A,1927,9,15
USGS,2087500,9/16/1927,NA,308,A,1927,9,16
USGS,2087500,9/17/1927,NA,290,A,1927,9,17
USGS,2087500,9/18/1927,NA,290,A,1927,9,18
USGS,2087500,9/19/1927,NA,252,A,1927,9,19
USGS,2087500,9/20/1927,NA,308,A,1927,9,20
USGS,2087500,9/21/1927,NA,308,A,1927,9,21
USGS,2087500,9/22/1927,NA,366,A,1927,9,22
USGS,2087500,9/23/1927,NA,385,A,1927,9,23
USGS,2087500,9/24/1927,NA,308,A,1927,9,24
USGS,2087500,9/25/1927,NA,270,A,1927,9,25
USGS,2087500,9/26/1927,NA,235,A,1927,9,26
USGS,2087500,9/27/1927,NA,252,A,1927,9,27
USGS,2087500,9/28/1927,NA,205,A,1927,9,28
USGS,2087500,9/29/1927,NA,205,A,1927,9,29
USGS,2087500,9/30/1927,NA,235,A,1927,9,30
USGS,2087500,10/1/1927,NA,205,A,1927,10,1
USGS,2087500,10/2/1927,NA,192,A,1927,10,2
USGS,2087500,10/3/1927,NA,205,A,1927,10,3
USGS,2087500,10/4/1927,NA,405,A,1927,10,4
USGS,2087500,10/5/1927,NA,346,A,1927,10,5
USGS,2087500,10/6/1927,NA,366,A,1927,10,6
USGS,2087500,10/7/1927,NA,385,A,1927,10,7
USGS,2087500,10/8/1927,NA,290,A,1927,10,8
USGS,2087500,10/9/1927,NA,996,A,1927,10,9
USGS,2087500,10/10/1927,NA,1950,A,1927,10,10
USGS,2087500,10/11/1927,NA,1950,A,1927,10,11
USGS,2087500,10/12/1927,NA,1250,A,1927,10,12
USGS,2087500,10/13/1927,NA,1690,A,1927,10,13
USGS,2087500,10/14/1927,NA,2800,A,1927,10,14
USGS,2087500,10/15/1927,NA,2500,A,1927,10,15
USGS,2087500,10/16/1927,NA,1190,A,1927,10,16
USGS,2087500,10/17/1927,NA,805,A,1927,10,17
USGS,2087500,10/18/1927,NA,704,A,1927,10,18
USGS,2087500,10/19/1927,NA,654,A,1927,10,19
USGS,2087500,10/20/1927,NA,630,A,1927,10,20
USGS,2087500,10/21/1927,NA,557,A,1927,10,21
USGS,2087500,10/22/1927,NA,446,A,1927,10,22
USGS,2087500,10/23/1927,NA,385,A,1927,10,23
USGS,2087500,10/24/1927,NA,346,A,1927,10,24
USGS,2087500,10/25/1927,NA,346,A,1927,10,25
USGS,2087500,10/26/1927,NA,327,A,1927,10,26
USGS,2087500,10/27/1927,NA,346,A,1927,10,27
USGS,2087500,10/28/1927,NA,270,A,1927,10,28
USGS,2087500,10/29/1927,NA,270,A,1927,10,29
USGS,2087500,10/30/1927,NA,220,A,1927,10,30
USGS,2087500,10/31/1927,NA,205,A,1927,10,31
USGS,2087500,11/1/1927,NA,235,A,1927,11,1
USGS,2087500,11/2/1927,NA,220,A,1927,11,2
USGS,2087500,11/3/1927,NA,220,A,1927,11,3
USGS,2087500,11/4/1927,NA,252,A,1927,11,4
USGS,2087500,11/5/1927,NA,270,A,1927,11,5
USGS,2087500,11/6/1927,NA,235,A,1927,11,6
USGS,2087500,11/7/1927,NA,220,A,1927,11,7
USGS,2087500,11/8/1927,NA,252,A,1927,11,8
USGS,2087500,11/9/1927,NA,270,A,1927,11,9
USGS,2087500,11/10/1927,NA,290,A,1927,11,10
USGS,2087500,11/11/1927,NA,346,A,1927,11,11
USGS,2087500,11/12/1927,NA,327,A,1927,11,12
USGS,2087500,11/13/1927,NA,327,A,1927,11,13
USGS,2087500,11/14/1927,NA,290,A,1927,11,14
USGS,2087500,11/15/1927,NA,366,A,1927,11,15
USGS,2087500,11/16/1927,NA,346,A,1927,11,16
USGS,2087500,11/17/1927,NA,412,A,1927,11,17
USGS,2087500,11/18/1927,NA,605,A,1927,11,18
USGS,2087500,11/19/1927,NA,489,A,1927,11,19
USGS,2087500,11/20/1927,NA,910,A,1927,11,20
USGS,2087500,11/21/1927,NA,605,A,1927,11,21
USGS,2087500,11/22/1927,NA,405,A,1927,11,22
USGS,2087500,11/23/1927,NA,346,A,1927,11,23
USGS,2087500,11/24/1927,NA,327,A,1927,11,24
USGS,2087500,11/25/1927,NA,290,A,1927,11,25
USGS,2087500,11/26/1927,NA,290,A,1927,11,26
USGS,2087500,11/27/1927,NA,270,A,1927,11,27
USGS,2087500,11/28/1927,NA,235,A,1927,11,28
USGS,2087500,11/29/1927,NA,308,A,1927,11,29
USGS,2087500,11/30/1927,NA,290,A,1927,11,30
USGS,2087500,12/1/1927,NA,308,A,1927,12,1
USGS,2087500,12/2/1927,NA,704,A,1927,12,2
USGS,2087500,12/3/1927,NA,1560,A,1927,12,3
USGS,2087500,12/4/1927,NA,5260,A,1927,12,4
USGS,2087500,12/5/1927,NA,8340,A,1927,12,5
USGS,2087500,12/6/1927,NA,7180,A,1927,12,6
USGS,2087500,12/7/1927,NA,5440,A,1927,12,7
USGS,2087500,12/8/1927,NA,4950,A,1927,12,8
USGS,2087500,12/9/1927,NA,4020,A,1927,12,9
USGS,2087500,12/10/1927,NA,3020,A,1927,12,10
USGS,2087500,12/11/1927,NA,1760,A,1927,12,11
USGS,2087500,12/12/1927,NA,1310,A,1927,12,12
USGS,2087500,12/13/1927,NA,1130,A,1927,12,13
USGS,2087500,12/14/1927,NA,1080,A,1927,12,14
USGS,2087500,12/15/1927,NA,1080,A,1927,12,15
USGS,2087500,12/16/1927,NA,1710,A,1927,12,16
USGS,2087500,12/17/1927,NA,5040,A,1927,12,17
USGS,2087500,12/18/1927,NA,4570,A,1927,12,18
USGS,2087500,12/19/1927,NA,4480,A,1927,12,19
USGS,2087500,12/20/1927,NA,2800,A,1927,12,20
USGS,2087500,12/21/1927,NA,1430,A,1927,12,21
USGS,2087500,12/22/1927,NA,1190,A,1927,12,22
USGS,2087500,12/23/1927,NA,1080,A,1927,12,23
USGS,2087500,12/24/1927,NA,964,A,1927,12,24
USGS,2087500,12/25/1927,NA,910,A,1927,12,25
USGS,2087500,12/26/1927,NA,857,A,1927,12,26
USGS,2087500,12/27/1927,NA,754,A,1927,12,27
USGS,2087500,12/28/1927,NA,704,A,1927,12,28
USGS,2087500,12/29/1927,NA,754,A,1927,12,29
USGS,2087500,12/30/1927,NA,805,A,1927,12,30
USGS,2087500,12/31/1927,NA,857,A,1927,12,31
USGS,2087500,1/1/1928,NA,1080,A,1928,1,1
USGS,2087500,1/2/1928,NA,1130,A,1928,1,2
USGS,2087500,1/3/1928,NA,1020,A,1928,1,3
USGS,2087500,1/4/1928,NA,857,A,1928,1,4
USGS,2087500,1/5/1928,NA,754,A,1928,1,5
USGS,2087500,1/6/1928,NA,805,A,1928,1,6
USGS,2087500,1/7/1928,NA,654,A,1928,1,7
USGS,2087500,1/8/1928,NA,605,A,1928,1,8
USGS,2087500,1/9/1928,NA,654,A,1928,1,9
USGS,2087500,1/10/1928,NA,805,A,1928,1,10
USGS,2087500,1/11/1928,NA,964,A,1928,1,11
USGS,2087500,1/12/1928,NA,910,A,1928,1,12
USGS,2087500,1/13/1928,NA,805,A,1928,1,13
USGS,2087500,1/14/1928,NA,704,A,1928,1,14
USGS,2087500,1/15/1928,NA,654,A,1928,1,15
USGS,2087500,1/16/1928,NA,630,A,1928,1,16
USGS,2087500,1/17/1928,NA,581,A,1928,1,17
USGS,2087500,1/18/1928,NA,581,A,1928,1,18
USGS,2087500,1/19/1928,NA,581,A,1928,1,19
USGS,2087500,1/20/1928,NA,630,A,1928,1,20
USGS,2087500,1/21/1928,NA,704,A,1928,1,21
USGS,2087500,1/22/1928,NA,857,A,1928,1,22
USGS,2087500,1/23/1928,NA,704,A,1928,1,23
USGS,2087500,1/24/1928,NA,605,A,1928,1,24
USGS,2087500,1/25/1928,NA,654,A,1928,1,25
USGS,2087500,1/26/1928,NA,964,A,1928,1,26
USGS,2087500,1/27/1928,NA,1310,A,1928,1,27
USGS,2087500,1/28/1928,NA,964,A,1928,1,28
USGS,2087500,1/29/1928,NA,805,A,1928,1,29
USGS,2087500,1/30/1928,NA,704,A,1928,1,30
USGS,2087500,1/31/1928,NA,1190,A,1928,1,31
USGS,2087500,2/1/1928,NA,654,A,1928,2,1
USGS,2087500,2/2/1928,NA,754,A,1928,2,2
USGS,2087500,2/3/1928,NA,1310,A,1928,2,3
USGS,2087500,2/4/1928,NA,1250,A,1928,2,4
USGS,2087500,2/5/1928,NA,964,A,1928,2,5
USGS,2087500,2/6/1928,NA,910,A,1928,2,6
USGS,2087500,2/7/1928,NA,910,A,1928,2,7
USGS,2087500,2/8/1928,NA,1080,A,1928,2,8
USGS,2087500,2/9/1928,NA,2140,A,1928,2,9
USGS,2087500,2/10/1928,NA,3180,A,1928,2,10
USGS,2087500,2/11/1928,NA,3180,A,1928,2,11
USGS,2087500,2/12/1928,NA,1760,A,1928,2,12
USGS,2087500,2/13/1928,NA,1250,A,1928,2,13
USGS,2087500,2/14/1928,NA,1080,A,1928,2,14
USGS,2087500,2/15/1928,NA,1080,A,1928,2,15
USGS,2087500,2/16/1928,NA,1130,A,1928,2,16
USGS,2087500,2/17/1928,NA,1190,A,1928,2,17
USGS,2087500,2/18/1928,NA,1190,A,1928,2,18
USGS,2087500,2/19/1928,NA,1370,A,1928,2,19
USGS,2087500,2/20/1928,NA,1370,A,1928,2,20
USGS,2087500,2/21/1928,NA,1190,A,1928,2,21
USGS,2087500,2/22/1928,NA,1080,A,1928,2,22
USGS,2087500,2/23/1928,NA,3020,A,1928,2,23
USGS,2087500,2/24/1928,NA,3840,A,1928,2,24
USGS,2087500,2/25/1928,NA,2580,A,1928,2,25
USGS,2087500,2/26/1928,NA,1760,A,1928,2,26
USGS,2087500,2/27/1928,NA,1310,A,1928,2,27
USGS,2087500,2/28/1928,NA,1190,A,1928,2,28
USGS,2087500,2/29/1928,NA,1080,A,1928,2,29
USGS,2087500,3/1/1928,NA,1080,A,1928,3,1
USGS,2087500,3/2/1928,NA,964,A,1928,3,2
USGS,2087500,3/3/1928,NA,910,A,1928,3,3
USGS,2087500,3/4/1928,NA,754,A,1928,3,4
USGS,2087500,3/5/1928,NA,704,A,1928,3,5
USGS,2087500,3/6/1928,NA,654,A,1928,3,6
USGS,2087500,3/7/1928,NA,605,A,1928,3,7
USGS,2087500,3/8/1928,NA,605,A,1928,3,8
USGS,2087500,3/9/1928,NA,630,A,1928,3,9
USGS,2087500,3/10/1928,NA,857,A,1928,3,10
USGS,2087500,3/11/1928,NA,1250,A,1928,3,11
USGS,2087500,3/12/1928,NA,1310,A,1928,3,12
USGS,2087500,3/13/1928,NA,1250,A,1928,3,13
USGS,2087500,3/14/1928,NA,1190,A,1928,3,14
USGS,2087500,3/15/1928,NA,1020,A,1928,3,15
USGS,2087500,3/16/1928,NA,910,A,1928,3,16
USGS,2087500,3/17/1928,NA,1310,A,1928,3,17
USGS,2087500,3/18/1928,NA,3090,A,1928,3,18
USGS,2087500,3/19/1928,NA,4110,A,1928,3,19
USGS,2087500,3/20/1928,NA,4020,A,1928,3,20
USGS,2087500,3/21/1928,NA,3500,A,1928,3,21
USGS,2087500,3/22/1928,NA,1820,A,1928,3,22
USGS,2087500,3/23/1928,NA,1310,A,1928,3,23
USGS,2087500,3/24/1928,NA,1190,A,1928,3,24
USGS,2087500,3/25/1928,NA,1080,A,1928,3,25
USGS,2087500,3/26/1928,NA,1080,A,1928,3,26
USGS,2087500,3/27/1928,NA,1080,A,1928,3,27
USGS,2087500,3/28/1928,NA,1080,A,1928,3,28
USGS,2087500,3/29/1928,NA,1080,A,1928,3,29
USGS,2087500,3/30/1928,NA,1020,A,1928,3,30
USGS,2087500,3/31/1928,NA,964,A,1928,3,31
USGS,2087500,4/1/1928,NA,805,A,1928,4,1
USGS,2087500,4/2/1928,NA,704,A,1928,4,2
USGS,2087500,4/3/1928,NA,654,A,1928,4,3
USGS,2087500,4/4/1928,NA,630,A,1928,4,4
USGS,2087500,4/5/1928,NA,605,A,1928,4,5
USGS,2087500,4/6/1928,NA,605,A,1928,4,6
USGS,2087500,4/7/1928,NA,605,A,1928,4,7
USGS,2087500,4/8/1928,NA,605,A,1928,4,8
USGS,2087500,4/9/1928,NA,581,A,1928,4,9
USGS,2087500,4/10/1928,NA,1020,A,1928,4,10
USGS,2087500,4/11/1928,NA,2070,A,1928,4,11
USGS,2087500,4/12/1928,NA,4210,A,1928,4,12
USGS,2087500,4/13/1928,NA,4020,A,1928,4,13
USGS,2087500,4/14/1928,NA,3420,A,1928,4,14
USGS,2087500,4/15/1928,NA,1870,A,1928,4,15
USGS,2087500,4/16/1928,NA,1690,A,1928,4,16
USGS,2087500,4/17/1928,NA,1760,A,1928,4,17
USGS,2087500,4/18/1928,NA,1560,A,1928,4,18
USGS,2087500,4/19/1928,NA,1310,A,1928,4,19
USGS,2087500,4/20/1928,NA,1190,A,1928,4,20
USGS,2087500,4/21/1928,NA,1130,A,1928,4,21
USGS,2087500,4/22/1928,NA,1080,A,1928,4,22
USGS,2087500,4/23/1928,NA,1430,A,1928,4,23
USGS,2087500,4/24/1928,NA,1560,A,1928,4,24
USGS,2087500,4/25/1928,NA,1880,A,1928,4,25
USGS,2087500,4/26/1928,NA,1690,A,1928,4,26
USGS,2087500,4/27/1928,NA,1420,A,1928,4,27
USGS,2087500,4/28/1928,NA,4680,A,1928,4,28
USGS,2087500,4/29/1928,NA,7490,A,1928,4,29
USGS,2087500,4/30/1928,NA,7280,A,1928,4,30
USGS,2087500,5/1/1928,NA,8560,A,1928,5,1
USGS,2087500,5/2/1928,NA,9330,A,1928,5,2
USGS,2087500,5/3/1928,NA,8100,A,1928,5,3
USGS,2087500,5/4/1928,NA,3780,A,1928,5,4
USGS,2087500,5/5/1928,NA,1240,A,1928,5,5
USGS,2087500,5/6/1928,NA,1010,A,1928,5,6
USGS,2087500,5/7/1928,NA,899,A,1928,5,7
USGS,2087500,5/8/1928,NA,792,A,1928,5,8
USGS,2087500,5/9/1928,NA,1180,A,1928,5,9
USGS,2087500,5/10/1928,NA,1120,A,1928,5,10
USGS,2087500,5/11/1928,NA,1010,A,1928,5,11
USGS,2087500,5/12/1928,NA,845,A,1928,5,12
USGS,2087500,5/13/1928,NA,636,A,1928,5,13
USGS,2087500,5/14/1928,NA,538,A,1928,5,14
USGS,2087500,5/15/1928,NA,468,A,1928,5,15
USGS,2087500,5/16/1928,NA,468,A,1928,5,16
USGS,2087500,5/17/1928,NA,468,A,1928,5,17
USGS,2087500,5/18/1928,NA,468,A,1928,5,18
USGS,2087500,5/19/1928,NA,792,A,1928,5,19
USGS,2087500,5/20/1928,NA,1060,A,1928,5,20
USGS,2087500,5/21/1928,NA,899,A,1928,5,21
USGS,2087500,5/22/1928,NA,739,A,1928,5,22
USGS,2087500,5/23/1928,NA,636,A,1928,5,23
USGS,2087500,5/24/1928,NA,538,A,1928,5,24
USGS,2087500,5/25/1928,NA,636,A,1928,5,25
USGS,2087500,5/26/1928,NA,1060,A,1928,5,26
USGS,2087500,5/27/1928,NA,1010,A,1928,5,27
USGS,2087500,5/28/1928,NA,845,A,1928,5,28
USGS,2087500,5/29/1928,NA,792,A,1928,5,29
USGS,2087500,5/30/1928,NA,792,A,1928,5,30
USGS,2087500,5/31/1928,NA,687,A,1928,5,31
USGS,2087500,6/1/1928,NA,491,A,1928,6,1
USGS,2087500,6/2/1928,NA,446,A,1928,6,2
USGS,2087500,6/3/1928,NA,424,A,1928,6,3
USGS,2087500,6/4/1928,NA,1180,A,1928,6,4
USGS,2087500,6/5/1928,NA,2150,A,1928,6,5
USGS,2087500,6/6/1928,NA,3590,A,1928,6,6
USGS,2087500,6/7/1928,NA,4240,A,1928,6,7
USGS,2087500,6/8/1928,NA,2670,A,1928,6,8
USGS,2087500,6/9/1928,NA,1180,A,1928,6,9
USGS,2087500,6/10/1928,NA,845,A,1928,6,10
USGS,2087500,6/11/1928,NA,1010,A,1928,6,11
USGS,2087500,6/12/1928,NA,1740,A,1928,6,12
USGS,2087500,6/13/1928,NA,1120,A,1928,6,13
USGS,2087500,6/14/1928,NA,953,A,1928,6,14
USGS,2087500,6/15/1928,NA,792,A,1928,6,15
USGS,2087500,6/16/1928,NA,687,A,1928,6,16
USGS,2087500,6/17/1928,NA,514,A,1928,6,17
USGS,2087500,6/18/1928,NA,424,A,1928,6,18
USGS,2087500,6/19/1928,NA,402,A,1928,6,19
USGS,2087500,6/20/1928,NA,362,A,1928,6,20
USGS,2087500,6/21/1928,NA,308,A,1928,6,21
USGS,2087500,6/22/1928,NA,362,A,1928,6,22
USGS,2087500,6/23/1928,NA,491,A,1928,6,23
USGS,2087500,6/24/1928,NA,468,A,1928,6,24
USGS,2087500,6/25/1928,NA,402,A,1928,6,25
USGS,2087500,6/26/1928,NA,382,A,1928,6,26
USGS,2087500,6/27/1928,NA,382,A,1928,6,27
USGS,2087500,6/28/1928,NA,687,A,1928,6,28
USGS,2087500,6/29/1928,NA,514,A,1928,6,29
USGS,2087500,6/30/1928,NA,1060,A,1928,6,30
USGS,2087500,7/1/1928,NA,899,A,1928,7,1
USGS,2087500,7/2/1928,NA,491,A,1928,7,2
USGS,2087500,7/3/1928,NA,424,A,1928,7,3
USGS,2087500,7/4/1928,NA,362,A,1928,7,4
USGS,2087500,7/5/1928,NA,325,A,1928,7,5
USGS,2087500,7/6/1928,NA,291,A,1928,7,6
USGS,2087500,7/7/1928,NA,275,A,1928,7,7
USGS,2087500,7/8/1928,NA,215,A,1928,7,8
USGS,2087500,7/9/1928,NA,188,A,1928,7,9
USGS,2087500,7/10/1928,NA,291,A,1928,7,10
USGS,2087500,7/11/1928,NA,424,A,1928,7,11
USGS,2087500,7/12/1928,NA,402,A,1928,7,12
USGS,2087500,7/13/1928,NA,424,A,1928,7,13
USGS,2087500,7/14/1928,NA,739,A,1928,7,14
USGS,2087500,7/15/1928,NA,1610,A,1928,7,15
USGS,2087500,7/16/1928,NA,1870,A,1928,7,16
USGS,2087500,7/17/1928,NA,1420,A,1928,7,17
USGS,2087500,7/18/1928,NA,1010,A,1928,7,18
USGS,2087500,7/19/1928,NA,636,A,1928,7,19
USGS,2087500,7/20/1928,NA,382,A,1928,7,20
USGS,2087500,7/21/1928,NA,291,A,1928,7,21
USGS,2087500,7/22/1928,NA,201,A,1928,7,22
USGS,2087500,7/23/1928,NA,164,A,1928,7,23
USGS,2087500,7/24/1928,NA,325,A,1928,7,24
USGS,2087500,7/25/1928,NA,402,A,1928,7,25
USGS,2087500,7/26/1928,NA,899,A,1928,7,26
USGS,2087500,7/27/1928,NA,953,A,1928,7,27
USGS,2087500,7/28/1928,NA,562,A,1928,7,28
USGS,2087500,7/29/1928,NA,275,A,1928,7,29
USGS,2087500,7/30/1928,NA,201,A,1928,7,30
USGS,2087500,7/31/1928,NA,201,A,1928,7,31
USGS,2087500,8/1/1928,NA,175,A,1928,8,1
USGS,2087500,8/2/1928,NA,142,A,1928,8,2
USGS,2087500,8/3/1928,NA,114,A,1928,8,3
USGS,2087500,8/4/1928,NA,123,A,1928,8,4
USGS,2087500,8/5/1928,NA,114,A,1928,8,5
USGS,2087500,8/6/1928,NA,132,A,1928,8,6
USGS,2087500,8/7/1928,NA,188,A,1928,8,7
USGS,2087500,8/8/1928,NA,175,A,1928,8,8
USGS,2087500,8/9/1928,NA,725,A,1928,8,9
USGS,2087500,8/10/1928,NA,687,A,1928,8,10
USGS,2087500,8/11/1928,NA,845,A,1928,8,11
USGS,2087500,8/12/1928,NA,792,A,1928,8,12
USGS,2087500,8/13/1928,NA,586,A,1928,8,13
USGS,2087500,8/14/1928,NA,739,A,1928,8,14
USGS,2087500,8/15/1928,NA,491,A,1928,8,15
USGS,2087500,8/16/1928,NA,3580,A,1928,8,16
USGS,2087500,8/17/1928,NA,3580,A,1928,8,17
USGS,2087500,8/18/1928,NA,3600,A,1928,8,18
USGS,2087500,8/19/1928,NA,3580,A,1928,8,19
USGS,2087500,8/20/1928,NA,3580,A,1928,8,20
USGS,2087500,8/21/1928,NA,3580,A,1928,8,21
USGS,2087500,8/22/1928,NA,1940,A,1928,8,22
USGS,2087500,8/23/1928,NA,1930,A,1928,8,23
USGS,2087500,8/24/1928,NA,1930,A,1928,8,24
USGS,2087500,8/25/1928,NA,1930,A,1928,8,25
USGS,2087500,8/26/1928,NA,2360,A,1928,8,26
USGS,2087500,8/27/1928,NA,2360,A,1928,8,27
USGS,2087500,8/28/1928,NA,2360,A,1928,8,28
USGS,2087500,8/29/1928,NA,2360,A,1928,8,29
USGS,2087500,8/30/1928,NA,550,A,1928,8,30
USGS,2087500,8/31/1928,NA,540,A,1928,8,31
USGS,2087500,9/1/1928,NA,540,A,1928,9,1
USGS,2087500,9/2/1928,NA,540,A,1928,9,2
USGS,2087500,9/3/1928,NA,8900,A,1928,9,3
USGS,2087500,9/4/1928,NA,8900,A,1928,9,4
USGS,2087500,9/5/1928,NA,8900,A,1928,9,5
USGS,2087500,9/6/1928,NA,8900,A,1928,9,6
USGS,2087500,9/7/1928,NA,8900,A,1928,9,7
USGS,2087500,9/8/1928,NA,8900,A,1928,9,8
USGS,2087500,9/9/1928,NA,8900,A,1928,9,9
USGS,2087500,9/10/1928,NA,8900,A,1928,9,10
USGS,2087500,9/11/1928,NA,8900,A,1928,9,11
USGS,2087500,9/12/1928,NA,8900,A,1928,9,12
USGS,2087500,9/13/1928,NA,1500,A,1928,9,13
USGS,2087500,9/14/1928,NA,1500,A,1928,9,14
USGS,2087500,9/15/1928,NA,1500,A,1928,9,15
USGS,2087500,9/16/1928,NA,1500,A,1928,9,16
USGS,2087500,9/17/1928,NA,1500,A,1928,9,17
USGS,2087500,9/18/1928,NA,1500,A,1928,9,18
USGS,2087500,9/19/1928,NA,11700,A,1928,9,19
USGS,2087500,9/20/1928,NA,11700,A,1928,9,20
USGS,2087500,9/21/1928,NA,11800,A,1928,9,21
USGS,2087500,9/22/1928,NA,11700,A,1928,9,22
USGS,2087500,9/23/1928,NA,11700,A,1928,9,23
USGS,2087500,9/24/1928,NA,9780,A,1928,9,24
USGS,2087500,9/25/1928,NA,8120,A,1928,9,25
USGS,2087500,9/26/1928,NA,3160,A,1928,9,26
USGS,2087500,9/27/1928,NA,1240,A,1928,9,27
USGS,2087500,9/28/1928,NA,1010,A,1928,9,28
USGS,2087500,9/29/1928,NA,1010,A,1928,9,29
USGS,2087500,9/30/1928,NA,1120,A,1928,9,30
USGS,2087500,10/1/1928,NA,1420,A,1928,10,1
USGS,2087500,10/2/1928,NA,1060,A,1928,10,2
USGS,2087500,10/3/1928,NA,953,A,1928,10,3
USGS,2087500,10/4/1928,NA,792,A,1928,10,4
USGS,2087500,10/5/1928,NA,739,A,1928,10,5
USGS,2087500,10/6/1928,NA,687,A,1928,10,6
USGS,2087500,10/7/1928,NA,1360,A,1928,10,7
USGS,2087500,10/8/1928,NA,1870,A,1928,10,8
USGS,2087500,10/9/1928,NA,1420,A,1928,10,9
USGS,2087500,10/10/1928,NA,953,A,1928,10,10
USGS,2087500,10/11/1928,NA,739,A,1928,10,11
USGS,2087500,10/12/1928,NA,636,A,1928,10,12
USGS,2087500,10/13/1928,NA,586,A,1928,10,13
USGS,2087500,10/14/1928,NA,562,A,1928,10,14
USGS,2087500,10/15/1928,NA,538,A,1928,10,15
USGS,2087500,10/16/1928,NA,538,A,1928,10,16
USGS,2087500,10/17/1928,NA,538,A,1928,10,17
USGS,2087500,10/18/1928,NA,514,A,1928,10,18
USGS,2087500,10/19/1928,NA,514,A,1928,10,19
USGS,2087500,10/20/1928,NA,514,A,1928,10,20
USGS,2087500,10/21/1928,NA,468,A,1928,10,21
USGS,2087500,10/22/1928,NA,446,A,1928,10,22
USGS,2087500,10/23/1928,NA,446,A,1928,10,23
USGS,2087500,10/24/1928,NA,562,A,1928,10,24
USGS,2087500,10/25/1928,NA,538,A,1928,10,25
USGS,2087500,10/26/1928,NA,514,A,1928,10,26
USGS,2087500,10/27/1928,NA,491,A,1928,10,27
USGS,2087500,10/28/1928,NA,446,A,1928,10,28
USGS,2087500,10/29/1928,NA,446,A,1928,10,29
USGS,2087500,10/30/1928,NA,424,A,1928,10,30
USGS,2087500,10/31/1928,NA,491,A,1928,10,31
USGS,2087500,11/1/1928,NA,538,A,1928,11,1
USGS,2087500,11/2/1928,NA,491,A,1928,11,2
USGS,2087500,11/3/1928,NA,514,A,1928,11,3
USGS,2087500,11/4/1928,NA,514,A,1928,11,4
USGS,2087500,11/5/1928,NA,514,A,1928,11,5
USGS,2087500,11/6/1928,NA,446,A,1928,11,6
USGS,2087500,11/7/1928,NA,424,A,1928,11,7
USGS,2087500,11/8/1928,NA,424,A,1928,11,8
USGS,2087500,11/9/1928,NA,446,A,1928,11,9
USGS,2087500,11/10/1928,NA,446,A,1928,11,10
USGS,2087500,11/11/1928,NA,468,A,1928,11,11
USGS,2087500,11/12/1928,NA,446,A,1928,11,12
USGS,2087500,11/13/1928,NA,424,A,1928,11,13
USGS,2087500,11/14/1928,NA,382,A,1928,11,14
USGS,2087500,11/15/1928,NA,402,A,1928,11,15
USGS,2087500,11/16/1928,NA,402,A,1928,11,16
